student_id,exercise_is_correct_ratio,exercise_completion_velocity,practice_problems_solved,quiz_score,avg_exercise_attempts,avg_exercise_execution_time_ms,predicted_pass_probability,risk_level
1324,0.93,2.8,35,97.7,5.0,2982,0.001,HIGH
1325,0.73,126.1,38,10.4,1.8,1849,0.727,LOW
1326,0.96,164.0,85,74.1,4.1,925,0.993,LOW
1327,0.33,596.2,63,33.1,3.6,8564,0.879,LOW
1328,0.73,411.1,18,58.0,8.3,4513,0.907,LOW
1329,0.08,516.4,8,65.6,6.8,937,0.244,HIGH
1330,0.89,4.7,16,97.8,5.8,4902,0.0,HIGH
1331,0.48,606.3,26,44.6,7.4,6364,0.87,LOW
1332,0.86,256.7,23,99.9,8.3,6349,0.949,LOW
1333,0.58,236.1,74,2.5,8.2,1719,0.701,LOW
1334,0.05,571.7,65,42.2,3.9,3530,0.605,MEDIUM
1335,0.89,72.1,91,38.8,5.5,9794,0.948,LOW
1336,0.88,414.9,52,18.9,4.2,7826,0.978,LOW
1337,0.04,556.3,76,14.4,4.4,1914,0.513,MEDIUM
1338,0.36,203.4,24,1.6,6.3,5480,0.107,HIGH
1339,0.91,578.6,67,76.7,4.2,8102,0.998,LOW
1340,0.8,530.5,76,96.4,5.0,2368,0.998,LOW
1341,0.97,534.1,50,26.1,3.2,1490,0.996,LOW
1342,0.25,185.5,60,47.1,6.0,6566,0.241,HIGH
1343,0.46,436.6,70,19.7,3.5,8933,0.857,LOW
1344,0.8,479.9,25,88.7,7.2,6220,0.981,LOW
1345,0.54,231.5,98,59.6,2.9,3419,0.942,LOW
1346,0.19,211.4,11,72.1,10.0,8595,0.056,HIGH
1347,0.25,599.1,38,88.1,4.4,9996,0.83,LOW
1348,0.9,4.6,22,92.8,3.8,9060,0.0,HIGH
1349,0.83,302.2,74,61.3,2.3,3425,0.989,LOW
1350,0.38,604.5,72,14.2,8.8,8294,0.847,LOW
1351,0.77,593.8,66,42.3,6.4,1938,0.994,LOW
1352,0.54,296.2,60,41.0,3.9,6373,0.823,LOW
1353,0.99,173.0,59,14.5,5.1,2739,0.962,LOW
1354,0.99,302.4,86,37.3,6.3,2305,0.994,LOW
1355,0.94,538.3,61,5.4,2.5,7333,0.995,LOW
1356,0.76,31.0,41,65.8,9.8,4166,0.661,MEDIUM
1357,0.87,437.4,90,25.0,9.6,8601,0.988,LOW
1358,0.95,3.9,40,99.5,9.7,9137,0.0,HIGH
1359,0.92,148.9,13,70.7,8.2,1164,0.886,LOW
1360,0.13,112.4,51,69.8,7.8,8701,0.075,HIGH
1361,0.41,391.6,22,12.3,7.4,5899,0.354,HIGH
1362,0.22,393.2,13,23.1,1.2,3170,0.248,HIGH
1363,0.92,376.4,31,75.8,8.4,5353,0.98,LOW
1364,0.73,84.0,18,25.7,2.2,5684,0.554,MEDIUM
1365,0.94,543.1,76,37.7,9.0,3827,0.996,LOW
1366,0.78,473.5,82,98.6,9.0,6070,0.995,LOW
1367,0.45,546.8,17,51.6,7.7,7706,0.741,LOW
1368,0.2,444.6,39,34.3,8.5,5140,0.301,HIGH
1369,0.92,3.2,34,97.1,7.0,5442,0.0,HIGH
1370,1.0,4.7,43,95.9,6.2,1491,0.001,HIGH
1371,0.62,236.7,15,23.2,7.0,2829,0.477,MEDIUM
1372,0.48,379.9,58,12.8,5.6,3724,0.741,LOW
1373,0.48,481.5,85,7.1,4.3,2571,0.927,LOW
1374,0.54,72.0,92,85.4,3.6,1932,0.888,LOW
1375,0.08,191.7,35,35.6,8.7,4282,0.035,HIGH
1376,0.65,464.9,31,15.5,4.9,3353,0.892,LOW
1377,0.01,484.4,79,93.0,1.3,6091,0.746,LOW
1378,0.88,156.8,2,53.5,9.0,1367,0.762,LOW
1379,0.98,101.3,37,87.9,5.3,2719,0.967,LOW
1380,0.77,77.1,26,66.8,2.6,2481,0.814,LOW
1381,0.82,461.5,87,10.7,6.0,3190,0.99,LOW
1382,0.19,502.7,22,91.3,8.0,9148,0.465,MEDIUM
1383,0.67,163.7,33,94.1,3.3,1294,0.888,LOW
1384,0.23,594.0,55,26.4,9.6,9664,0.563,MEDIUM
1385,0.66,374.9,85,60.5,2.6,672,0.986,LOW
1386,0.63,461.6,11,30.1,7.3,7270,0.767,LOW
1387,0.46,213.8,46,10.3,8.5,7999,0.272,HIGH
1388,0.17,411.8,65,26.7,6.5,9590,0.338,HIGH
1389,0.94,2.8,16,97.4,8.5,5112,0.0,HIGH
1390,0.72,246.6,70,41.5,6.1,9538,0.909,LOW
1391,0.4,490.5,98,72.8,1.6,1711,0.981,LOW
1392,0.98,613.5,77,70.2,9.6,4039,0.999,LOW
1393,0.22,194.2,64,97.3,6.1,6069,0.432,MEDIUM
1394,0.59,181.3,43,11.6,3.2,8707,0.527,MEDIUM
1395,0.43,277.1,10,20.5,6.2,5441,0.216,HIGH
1396,0.32,240.3,97,55.7,6.2,868,0.739,LOW
1397,0.67,145.1,46,1.3,9.0,4720,0.456,MEDIUM
1398,0.19,232.6,71,14.3,3.2,8082,0.213,HIGH
1399,0.8,122.8,87,31.3,3.2,5550,0.945,LOW
1400,0.29,62.6,53,24.1,8.3,3920,0.08,HIGH
1401,0.13,439.1,56,97.8,4.2,522,0.72,LOW
1402,0.36,506.3,20,55.2,7.8,9987,0.566,MEDIUM
1403,0.5,73.8,16,73.4,4.7,5458,0.314,HIGH
1404,0.68,556.0,17,58.4,1.2,9480,0.968,LOW
1405,0.36,359.7,96,24.9,9.9,3344,0.724,LOW
1406,0.22,410.1,49,33.8,1.3,8088,0.499,MEDIUM
1407,0.98,3.3,34,96.0,9.8,9339,0.0,HIGH
1408,0.92,468.1,1,61.5,2.0,9120,0.981,LOW
1409,0.99,207.6,29,96.9,3.2,2333,0.986,LOW
1410,0.12,295.2,93,97.6,9.7,2821,0.561,MEDIUM
1411,0.53,34.0,18,59.0,3.6,1840,0.312,HIGH
1412,0.55,511.7,67,18.9,6.3,5565,0.929,LOW
1413,0.5,111.7,96,33.0,8.5,9275,0.581,MEDIUM
1414,0.55,325.6,81,13.6,3.0,8294,0.873,LOW
1415,0.36,394.6,14,97.2,9.4,963,0.579,MEDIUM
1416,0.82,573.9,75,35.5,3.6,6926,0.996,LOW
1417,0.24,384.8,95,39.4,2.6,1732,0.81,LOW
1418,0.81,468.9,88,63.0,1.2,9841,0.997,LOW
1419,0.73,257.9,29,34.4,9.5,6278,0.725,LOW
1420,0.94,49.3,63,90.0,8.2,606,0.965,LOW
1421,0.73,610.0,8,18.3,6.9,8993,0.923,LOW
1422,0.36,99.9,97,9.6,8.0,7990,0.292,HIGH
1423,0.49,105.2,4,66.5,3.9,3515,0.28,HIGH
1424,0.36,566.8,71,65.6,8.6,5163,0.917,LOW
1425,0.86,4.9,28,93.5,3.4,9248,0.0,HIGH
1426,0.18,277.6,24,15.9,5.8,5531,0.075,HIGH
1427,0.27,508.3,15,15.0,2.6,5979,0.387,HIGH
1428,0.52,219.8,91,15.5,4.8,7879,0.764,LOW
1429,0.16,37.7,48,14.4,5.6,8149,0.026,HIGH
1430,0.15,420.5,35,45.8,4.5,6984,0.289,HIGH
1431,0.88,106.2,85,27.9,5.7,7113,0.943,LOW
1432,0.65,60.8,81,51.1,2.2,1740,0.876,LOW
1433,0.01,114.4,2,18.3,4.5,2183,0.007,HIGH
1434,0.51,409.1,17,5.5,6.8,5124,0.496,MEDIUM
1435,0.51,297.9,14,53.9,4.6,9693,0.516,MEDIUM
1436,0.98,117.9,62,67.4,9.0,3425,0.968,LOW
1437,0.03,618.0,30,30.4,1.4,5224,0.395,HIGH
1438,0.31,117.0,32,49.3,5.2,6804,0.137,HIGH
1439,0.24,109.1,83,16.3,8.4,4674,0.137,HIGH
1440,0.74,123.6,82,62.1,3.7,6004,0.944,LOW
1441,0.58,617.3,17,65.2,4.9,7185,0.95,LOW
1442,0.6,108.4,75,21.7,4.7,3957,0.702,LOW
1443,0.78,463.6,4,59.3,8.8,5373,0.918,LOW
1444,0.57,362.0,79,58.6,8.6,2512,0.937,LOW
1445,0.8,526.4,10,93.8,7.1,2346,0.983,LOW
1446,0.38,443.0,17,0.4,2.6,7249,0.404,MEDIUM
1447,0.4,304.0,76,12.9,3.9,1062,0.701,LOW
1448,0.71,511.7,9,17.9,6.4,5319,0.878,LOW
1449,0.29,301.0,87,56.4,2.3,6096,0.763,LOW
1450,0.23,96.4,99,34.0,7.3,7095,0.243,HIGH
1451,0.36,558.0,47,21.4,8.2,5456,0.701,LOW
1452,0.9,357.2,92,36.3,2.5,7109,0.995,LOW
1453,0.27,445.9,82,5.1,2.3,7688,0.697,MEDIUM
1454,0.14,434.9,51,67.3,10.0,2255,0.389,HIGH
1455,0.02,472.2,90,20.6,1.5,3320,0.544,MEDIUM
1456,0.56,574.1,96,68.1,8.7,1045,0.99,LOW
1457,0.22,94.6,82,61.3,8.9,4609,0.215,HIGH
1458,0.89,446.0,72,80.3,6.9,3149,0.997,LOW
1459,0.94,1.6,49,96.2,6.7,2311,0.001,HIGH
1460,0.22,625.2,51,53.5,9.7,5185,0.717,LOW
1461,0.24,602.5,77,20.8,2.0,6330,0.868,LOW
1462,0.31,124.2,93,22.6,1.2,9195,0.434,MEDIUM
1463,0.54,608.9,23,91.7,4.2,4645,0.969,LOW
1464,0.88,1.6,19,93.8,8.0,1015,0.0,HIGH
1465,0.64,381.1,53,15.3,9.1,3371,0.834,LOW
1466,0.46,219.2,29,0.8,6.1,1313,0.263,HIGH
1467,0.84,250.1,41,63.6,2.8,3260,0.967,LOW
1468,0.25,335.0,58,40.6,9.3,2188,0.361,HIGH
1469,0.88,217.2,45,94.7,1.5,9348,0.982,LOW
1470,0.8,31.9,78,75.2,3.5,2381,0.949,LOW
1471,0.17,218.2,62,76.7,3.9,8551,0.328,HIGH
1472,0.4,381.7,63,47.9,9.9,5105,0.688,MEDIUM
1473,0.5,144.9,53,93.7,4.0,3234,0.778,LOW
1474,0.62,497.1,94,14.6,6.9,6018,0.971,LOW
1475,0.26,401.3,2,92.6,1.2,1179,0.556,MEDIUM
1476,0.63,126.1,11,4.9,8.6,4038,0.201,HIGH
1477,0.95,204.9,60,72.7,9.7,1418,0.977,LOW
1478,0.34,515.1,29,33.2,5.5,3454,0.644,MEDIUM
1479,0.05,173.0,38,65.9,5.4,4640,0.064,HIGH
1480,0.45,87.4,86,91.4,4.1,8600,0.766,LOW
1481,0.45,380.5,43,63.1,6.6,5477,0.761,LOW
1482,0.88,416.1,15,10.4,4.7,1656,0.944,LOW
1483,0.34,142.9,95,11.6,8.5,7072,0.315,HIGH
1484,0.94,129.3,22,67.0,7.5,1837,0.908,LOW
1485,0.29,237.5,21,12.7,7.4,7693,0.078,HIGH
1486,0.65,269.9,88,98.0,1.6,5510,0.985,LOW
1487,0.98,2.4,15,98.9,3.7,3600,0.001,HIGH
1488,0.2,214.4,11,68.8,7.6,2753,0.092,HIGH
1489,0.89,4.5,43,98.7,2.7,9551,0.001,HIGH
1490,0.2,280.3,85,36.2,1.7,3966,0.546,MEDIUM
1491,0.84,116.2,63,54.7,8.9,5441,0.896,LOW
1492,0.89,443.9,86,20.7,9.9,623,0.991,LOW
1493,0.72,276.9,9,55.6,6.3,1419,0.804,LOW
1494,0.59,578.7,14,87.9,4.7,5271,0.961,LOW
1495,0.43,358.8,86,83.7,5.2,5274,0.935,LOW
1496,0.33,207.5,30,44.9,9.6,2103,0.168,HIGH
1497,0.81,171.0,52,60.1,3.8,7744,0.932,LOW
1498,0.47,142.1,43,40.0,2.4,8227,0.437,MEDIUM
1499,0.79,407.0,98,50.5,4.6,4376,0.994,LOW
1500,0.48,417.8,97,34.3,5.8,5958,0.935,LOW
1501,0.82,215.4,84,94.1,3.6,2968,0.991,LOW
1502,0.73,525.7,79,47.1,3.3,5130,0.993,LOW
1503,0.92,494.8,25,78.4,3.6,689,0.995,LOW
1504,0.21,523.9,18,94.8,4.6,3235,0.665,MEDIUM
1505,0.91,390.8,41,90.9,7.6,2611,0.991,LOW
1506,0.19,221.3,64,66.3,6.1,3169,0.321,HIGH
1507,0.75,320.9,40,6.2,1.8,8635,0.884,LOW
1508,0.58,117.2,93,14.6,9.0,1896,0.674,MEDIUM
1509,0.64,596.1,28,26.5,2.7,7075,0.955,LOW
1510,0.77,230.1,81,28.2,7.2,5273,0.935,LOW
1511,0.97,493.9,24,67.8,3.7,2932,0.995,LOW
1512,0.16,508.8,80,70.4,4.6,7905,0.801,LOW
1513,0.95,141.8,92,52.5,4.1,9832,0.985,LOW
1514,0.21,550.5,83,7.3,5.7,4980,0.715,LOW
1515,0.98,464.2,92,38.0,9.2,7277,0.997,LOW
1516,0.62,172.1,1,41.7,9.4,4323,0.301,HIGH
1517,0.52,92.7,26,82.9,8.8,8980,0.323,HIGH
1518,0.11,178.7,55,53.2,3.1,2007,0.164,HIGH
1519,0.26,391.6,56,57.5,4.5,7448,0.596,MEDIUM
1520,0.16,373.9,94,42.1,8.5,4519,0.53,MEDIUM
1521,0.55,487.7,5,1.6,4.7,4713,0.635,MEDIUM
1522,0.77,535.6,75,71.2,8.6,7951,0.993,LOW
1523,0.35,218.2,6,38.5,8.8,7597,0.09,HIGH
1524,0.75,63.9,33,80.7,8.3,2272,0.755,LOW
1525,0.66,301.6,96,86.7,6.7,1454,0.984,LOW
1526,0.02,587.8,72,74.0,1.1,9807,0.748,LOW
1527,0.56,453.2,2,73.9,4.1,1294,0.862,LOW
1528,0.03,534.4,33,57.1,9.9,8719,0.189,HIGH
1529,0.07,625.1,55,79.5,2.4,5878,0.792,LOW
1530,0.8,42.6,97,10.6,2.5,1382,0.922,LOW
1531,0.44,543.1,33,24.8,8.2,4312,0.74,LOW
1532,0.7,464.2,45,81.5,8.5,2845,0.973,LOW
1533,0.93,518.6,49,9.9,3.7,9003,0.99,LOW
1534,0.12,246.0,49,93.5,3.8,1791,0.347,HIGH
1535,0.92,364.5,38,52.7,4.0,1825,0.986,LOW
1536,0.08,333.1,6,53.4,4.9,4174,0.074,HIGH
1537,0.01,195.0,32,98.8,3.0,5521,0.103,HIGH
1538,0.33,399.7,67,92.8,7.2,2538,0.856,LOW
1539,0.42,364.5,7,83.9,7.4,2449,0.577,MEDIUM
1540,0.74,286.3,77,41.5,8.5,9822,0.931,LOW
1541,0.68,349.1,11,70.1,6.6,1941,0.862,LOW
1542,0.44,591.3,58,73.6,7.9,2439,0.954,LOW
1543,0.33,382.2,7,92.1,8.2,8730,0.405,MEDIUM
1544,0.72,105.3,17,77.4,6.3,4012,0.684,MEDIUM
1545,0.01,394.8,57,5.1,2.0,9185,0.128,HIGH
1546,0.16,405.6,1,57.4,1.4,8838,0.201,HIGH
1547,0.94,59.4,63,40.4,9.6,1719,0.908,LOW
1548,0.16,260.3,45,35.5,3.3,7547,0.161,HIGH
1549,0.61,199.1,77,80.7,6.5,5644,0.91,LOW
1550,0.87,2.4,39,90.3,9.6,9243,0.0,HIGH
1551,0.71,208.9,20,7.2,3.9,8997,0.568,MEDIUM
1552,0.06,609.8,94,35.8,9.1,5904,0.67,MEDIUM
1553,0.74,43.5,66,62.9,8.4,5505,0.789,LOW
1554,0.29,435.2,25,42.8,3.3,4942,0.506,MEDIUM
1555,0.56,132.4,32,40.4,8.8,1319,0.387,HIGH
1556,0.69,612.0,17,91.6,9.2,9568,0.971,LOW
1557,0.18,415.6,64,30.0,8.4,2852,0.381,HIGH
1558,0.36,513.7,2,23.5,3.7,9360,0.437,MEDIUM
1559,0.08,188.8,2,8.8,3.5,4449,0.015,HIGH
1560,0.24,513.3,83,68.2,1.9,6957,0.909,LOW
1561,0.49,377.6,14,14.6,6.4,8519,0.4,HIGH
1562,0.21,294.6,75,60.3,2.6,4951,0.6,MEDIUM
1563,0.79,148.3,21,50.1,5.6,5798,0.762,LOW
1564,0.31,608.3,21,0.8,4.1,1687,0.595,MEDIUM
1565,0.6,320.7,89,91.0,1.7,9421,0.981,LOW
1566,0.86,505.0,66,34.7,9.9,9024,0.986,LOW
1567,0.4,617.3,58,3.7,2.5,4938,0.895,LOW
1568,0.58,217.0,45,35.7,5.5,3422,0.686,MEDIUM
1569,0.52,521.4,65,41.1,7.4,6547,0.933,LOW
1570,0.78,432.3,59,45.0,1.4,1702,0.989,LOW
1571,0.01,523.1,28,89.4,1.1,799,0.517,MEDIUM
1572,0.53,108.0,65,41.8,9.5,6504,0.457,MEDIUM
1573,0.48,619.7,63,95.9,1.0,3497,0.991,LOW
1574,0.69,246.8,69,51.1,4.2,5502,0.933,LOW
1575,0.59,399.9,23,18.4,5.1,3859,0.738,LOW
1576,0.99,416.5,35,80.7,3.4,1322,0.996,LOW
1577,0.82,290.9,80,8.1,8.3,3856,0.949,LOW
1578,0.71,230.1,68,54.9,6.7,5732,0.919,LOW
1579,0.49,495.1,37,81.2,8.9,6422,0.885,LOW
1580,0.82,510.8,55,20.7,5.4,885,0.987,LOW
1581,0.67,468.9,85,16.8,6.5,8559,0.966,LOW
1582,0.85,48.8,50,84.7,4.5,4058,0.927,LOW
1583,0.02,619.3,14,86.0,7.9,3796,0.359,HIGH
1584,0.01,571.6,88,53.1,8.3,9373,0.569,MEDIUM
1585,0.4,172.2,47,38.4,3.4,8777,0.349,HIGH
1586,0.56,152.3,87,37.9,2.9,4379,0.848,LOW
1587,0.99,138.8,87,78.0,9.2,4487,0.988,LOW
1588,0.88,165.2,77,94.5,4.1,4133,0.989,LOW
1589,0.51,510.3,68,11.2,1.7,8207,0.93,LOW
1590,0.61,268.7,10,88.8,4.8,9824,0.736,LOW
1591,0.75,108.1,27,19.4,7.8,9372,0.46,MEDIUM
1592,0.39,233.9,24,97.2,9.7,5073,0.406,MEDIUM
1593,0.74,235.6,10,76.2,6.0,2891,0.835,LOW
1594,0.6,511.7,49,7.9,4.8,6044,0.911,LOW
1595,0.11,244.6,14,0.1,6.9,3851,0.021,HIGH
1596,0.93,472.1,2,9.7,2.8,8908,0.953,LOW
1597,0.44,181.7,55,45.9,3.9,6232,0.536,MEDIUM
1598,0.21,232.7,12,25.6,2.6,2743,0.092,HIGH
1599,0.48,249.2,48,41.1,8.0,9740,0.474,MEDIUM
1600,0.04,162.3,95,82.3,9.0,6105,0.205,HIGH
1601,0.25,436.0,19,10.9,7.9,9301,0.155,HIGH
1602,0.2,629.1,16,52.5,1.6,3608,0.695,MEDIUM
1603,0.83,442.7,61,58.9,9.8,1683,0.986,LOW
1604,0.3,231.6,5,92.9,6.7,9707,0.19,HIGH
1605,0.97,440.2,66,38.9,7.7,5561,0.993,LOW
1606,0.5,235.5,22,13.8,8.0,3529,0.271,HIGH
1607,0.83,583.2,54,31.8,1.6,716,0.996,LOW
1608,0.07,313.2,35,45.7,6.5,4916,0.095,HIGH
1609,0.04,317.8,45,50.7,9.9,9755,0.068,HIGH
1610,0.73,181.4,99,34.9,8.9,2475,0.935,LOW
1611,0.73,211.7,59,15.2,4.1,6516,0.853,LOW
1612,0.86,170.1,48,40.8,5.6,3408,0.921,LOW
1613,0.0,93.2,27,87.7,1.2,5601,0.049,HIGH
1614,0.14,575.4,11,17.9,7.9,9573,0.162,HIGH
1615,0.93,477.6,92,27.9,8.9,8208,0.995,LOW
1616,0.56,159.5,74,91.7,3.8,9110,0.88,LOW
1617,0.76,322.3,74,76.2,7.8,1750,0.981,LOW
1618,0.05,156.2,82,71.6,4.2,2344,0.23,HIGH
1619,0.49,256.6,23,36.3,2.4,3373,0.529,MEDIUM
1620,0.11,592.6,1,29.5,3.5,2241,0.272,HIGH
1621,0.79,485.8,95,34.6,5.0,9478,0.993,LOW
1622,0.33,515.4,22,27.6,9.3,1533,0.473,MEDIUM
1623,0.66,98.5,48,58.9,9.5,9831,0.587,MEDIUM
1624,0.39,125.6,83,49.9,7.6,3155,0.51,MEDIUM
1625,0.32,224.7,38,71.6,2.4,530,0.511,MEDIUM
1626,0.59,539.2,91,35.3,7.1,6324,0.979,LOW
1627,0.04,391.9,85,37.4,1.1,4746,0.49,MEDIUM
1628,0.64,299.1,75,64.8,2.8,1570,0.969,LOW
1629,0.35,269.5,2,37.4,3.6,9640,0.164,HIGH
1630,0.97,390.8,12,38.1,6.5,8846,0.958,LOW
1631,0.03,294.2,53,53.7,4.2,563,0.18,HIGH
1632,0.04,403.6,41,65.3,9.2,8390,0.147,HIGH
1633,0.29,619.6,3,4.5,8.2,3935,0.345,HIGH
1634,0.09,90.7,78,66.1,7.6,5786,0.112,HIGH
1635,0.55,507.3,69,55.2,1.2,2162,0.981,LOW
1636,0.31,145.8,23,4.5,2.4,9064,0.073,HIGH
1637,0.85,355.8,32,12.5,6.6,4447,0.917,LOW
1638,0.77,128.1,7,70.2,9.0,977,0.665,MEDIUM
1639,0.73,66.1,0,68.8,6.3,5809,0.478,MEDIUM
1640,0.1,613.6,39,81.7,1.4,6513,0.76,LOW
1641,0.05,279.6,98,37.4,9.0,7249,0.211,HIGH
1642,0.94,4.6,26,95.5,9.6,2394,0.0,HIGH
1643,0.71,203.4,94,15.0,8.1,1234,0.91,LOW
1644,0.69,531.1,31,94.3,2.8,8321,0.985,LOW
1645,0.47,411.6,71,89.2,1.8,7837,0.96,LOW
1646,0.24,497.8,82,14.9,5.4,2669,0.737,LOW
1647,0.06,96.2,55,69.0,1.4,6968,0.099,HIGH
1648,0.7,420.9,15,40.2,2.6,1141,0.922,LOW
1649,0.74,396.0,17,25.7,1.6,7346,0.903,LOW
1650,0.77,494.3,58,38.5,8.7,4642,0.976,LOW
1651,0.6,375.9,55,79.9,9.2,8100,0.915,LOW
1652,0.59,205.4,40,11.8,6.0,6486,0.501,MEDIUM
1653,0.32,593.0,96,50.4,4.0,9947,0.955,LOW
1654,0.1,512.2,68,71.4,3.6,8827,0.679,MEDIUM
1655,0.53,416.7,29,58.3,8.3,5666,0.778,LOW
1656,0.19,60.2,71,37.2,1.8,6684,0.148,HIGH
1657,0.06,565.0,68,13.2,7.9,1242,0.412,MEDIUM
1658,0.04,444.9,19,50.4,2.9,1806,0.195,HIGH
1659,0.57,298.1,10,83.5,4.1,8766,0.732,LOW
1660,0.6,265.8,94,23.5,1.7,1789,0.945,LOW
1661,0.72,620.0,72,73.7,4.1,5340,0.997,LOW
1662,0.33,80.3,59,61.7,7.6,9488,0.203,HIGH
1663,0.55,182.4,27,7.8,9.5,1084,0.265,HIGH
1664,0.98,74.4,62,15.4,5.4,4632,0.924,LOW
1665,0.11,292.7,39,76.3,7.3,7524,0.16,HIGH
1666,0.44,92.1,3,39.6,4.2,6176,0.116,HIGH
1667,0.24,70.8,97,92.7,9.8,4437,0.393,HIGH
1668,0.49,521.9,48,92.3,4.2,4457,0.964,LOW
1669,0.91,159.1,97,25.4,8.5,5530,0.968,LOW
1670,0.47,134.5,3,91.9,9.7,1016,0.264,HIGH
1671,0.41,464.4,1,59.7,2.7,9586,0.611,MEDIUM
1672,0.38,197.7,57,54.7,6.9,5864,0.431,MEDIUM
1673,0.66,522.5,87,42.7,6.1,6246,0.987,LOW
1674,0.86,117.0,52,90.2,9.6,7362,0.926,LOW
1675,0.03,387.8,13,11.6,7.5,7539,0.03,HIGH
1676,0.93,318.9,87,23.3,8.7,1767,0.987,LOW
1677,0.95,2.1,33,98.4,5.3,9454,0.001,HIGH
1678,0.46,471.6,61,67.9,7.1,5897,0.909,LOW
1679,1.0,3.9,26,97.3,1.3,7534,0.001,HIGH
1680,0.64,222.8,10,68.0,4.4,3772,0.705,LOW
1681,0.89,1.1,22,99.5,8.9,6995,0.0,HIGH
1682,0.85,4.4,27,97.4,8.7,7780,0.0,HIGH
1683,0.46,616.8,51,34.0,4.3,4819,0.937,LOW
1684,0.15,428.2,0,28.0,7.6,3984,0.088,HIGH
1685,0.69,605.4,51,95.1,7.7,3386,0.993,LOW
1686,0.16,365.0,80,13.4,4.1,7140,0.394,HIGH
1687,0.5,87.6,36,66.4,9.4,9981,0.267,HIGH
1688,0.75,256.3,32,74.7,3.2,1766,0.941,LOW
1689,0.84,43.2,98,60.8,1.4,9211,0.971,LOW
1690,0.7,80.5,4,15.4,4.6,4637,0.306,HIGH
1691,0.67,560.3,34,61.2,7.1,6357,0.967,LOW
1692,0.62,68.7,43,97.1,9.0,5772,0.65,MEDIUM
1693,0.58,270.4,21,31.8,1.4,5055,0.672,MEDIUM
1694,0.3,471.1,52,70.6,7.7,9288,0.707,LOW
1695,0.94,322.5,36,59.5,8.3,1123,0.976,LOW
1696,0.87,3.8,46,97.2,5.7,2797,0.001,HIGH
1697,0.19,145.3,94,44.4,4.9,2545,0.35,HIGH
1698,0.28,80.8,45,87.1,6.7,9384,0.177,HIGH
1699,0.68,171.4,28,70.4,5.5,4508,0.775,LOW
1700,0.19,107.1,93,56.1,7.8,5775,0.242,HIGH
1701,0.09,92.4,13,76.7,1.6,3274,0.049,HIGH
1702,0.92,374.2,87,29.3,1.2,7688,0.995,LOW
1703,0.3,302.6,78,87.8,2.0,1478,0.856,LOW
1704,0.45,130.6,9,76.5,5.0,7719,0.262,HIGH
1705,0.42,54.5,57,2.1,3.3,8616,0.172,HIGH
1706,0.99,463.6,33,52.6,5.2,1207,0.994,LOW
1707,0.82,363.3,59,97.1,1.7,1718,0.995,LOW
1708,0.4,107.8,40,41.7,1.9,2480,0.326,HIGH
1709,0.87,471.4,85,43.6,3.0,3024,0.997,LOW
1710,0.59,152.1,94,36.9,4.4,5917,0.857,LOW
1711,0.85,571.4,75,67.2,4.0,6261,0.998,LOW
1712,0.07,234.5,33,13.4,7.8,1752,0.033,HIGH
1713,0.03,451.6,15,78.3,2.9,1024,0.265,HIGH
1714,0.61,469.9,86,69.8,5.6,3307,0.987,LOW
1715,0.47,221.6,90,29.0,3.4,6900,0.785,LOW
1716,0.23,454.9,29,75.7,4.2,8225,0.54,MEDIUM
1717,0.62,30.7,53,73.0,3.7,4812,0.702,LOW
1718,0.64,64.9,25,74.9,8.4,9052,0.44,MEDIUM
1719,0.71,453.9,58,37.8,4.8,7298,0.969,LOW
1720,0.49,474.9,31,60.7,4.5,7374,0.86,LOW
1721,0.26,332.5,40,82.9,8.7,5317,0.418,MEDIUM
1722,0.21,572.9,13,68.5,4.3,1873,0.619,MEDIUM
1723,0.78,502.4,9,60.1,2.7,4321,0.972,LOW
1724,0.95,281.5,48,21.7,7.2,1415,0.964,LOW
1725,0.02,613.9,80,72.8,8.9,1516,0.722,LOW
1726,0.77,560.1,13,77.4,6.5,8597,0.975,LOW
1727,0.11,321.8,7,92.2,3.4,2612,0.199,HIGH
1728,0.49,323.6,64,26.8,8.7,2237,0.717,LOW
1729,0.21,454.4,91,18.4,6.0,2198,0.684,MEDIUM
1730,0.75,120.9,87,93.9,5.4,6389,0.967,LOW
1731,0.93,46.2,95,34.6,7.2,4099,0.957,LOW
1732,0.13,95.0,66,52.7,7.4,2470,0.096,HIGH
1733,0.79,172.4,25,66.2,2.7,6384,0.883,LOW
1734,0.2,259.5,16,72.1,9.5,9962,0.09,HIGH
1735,0.72,136.3,84,69.8,9.8,2285,0.917,LOW
1736,0.17,170.3,56,2.1,6.9,7671,0.054,HIGH
1737,0.21,461.7,67,47.8,8.5,3499,0.603,MEDIUM
1738,0.57,522.5,53,81.8,4.7,4153,0.977,LOW
1739,0.29,352.7,37,42.6,3.7,8725,0.404,MEDIUM
1740,0.31,594.4,89,62.4,3.8,1116,0.968,LOW
1741,0.41,625.3,71,30.4,4.1,4145,0.953,LOW
1742,0.76,357.0,88,82.9,1.1,759,0.996,LOW
1743,0.97,3.3,36,96.0,7.5,2780,0.001,HIGH
1744,0.96,63.2,62,67.1,2.2,3772,0.974,LOW
1745,0.02,609.0,55,26.3,8.1,9424,0.297,HIGH
1746,0.29,494.5,19,74.4,3.3,4371,0.695,MEDIUM
1747,0.54,456.4,38,96.6,7.8,6990,0.925,LOW
